timestamp,portfolio_value
2025-10-18 16:27:47.659422+00:00,9834.927816149235
2025-10-18 16:27:53.063192+00:00,9825.092888333085
2025-10-18 16:27:58.558161+00:00,9815.267795444752
2025-10-18 16:28:03.938303+00:00,9806.512790484545
2025-10-18 16:28:09.341068+00:00,9796.70627769406
2025-10-18 16:28:14.724929+00:00,9786.909571416367
2025-10-18 16:28:20.093622+00:00,9786.909571416367
2025-10-18 16:28:25.469232+00:00,9786.909571416367
2025-10-18 16:28:30.856328+00:00,9777.122661844951
2025-10-18 16:31:40.212835+00:00,9766.7069773569
2025-10-18 16:31:45.589657+00:00,9756.940270379544
2025-10-18 16:31:50.961877+00:00,9747.183330109163
2025-10-18 16:31:56.308517+00:00,9748.747129541925
2025-10-18 16:32:01.799616+00:00,9736.951598226895
2025-10-18 16:32:07.185720+00:00,9736.951598226895
2025-10-18 16:32:12.574825+00:00,9736.951598226895
2025-10-18 16:32:17.969493+00:00,9736.951598226895
2025-10-18 16:32:23.342594+00:00,9736.951598226895
2025-10-18 16:32:28.712154+00:00,9727.214646628669
2025-10-18 16:32:34.081266+00:00,9716.698267585178
2025-10-18 16:32:39.650312+00:00,9716.698267585178
2025-10-18 16:32:45.013497+00:00,9706.981569317591
2025-10-18 16:32:50.383015+00:00,9706.981569317591
2025-10-18 16:32:55.744530+00:00,9695.245835447695
2025-10-18 16:33:01.117637+00:00,9685.550589612249
2025-10-18 16:33:06.509654+00:00,9688.453426385235
2025-10-18 16:33:11.875651+00:00,9689.443442681402
2025-10-18 16:33:17.248506+00:00,9679.753999238721
2025-10-18 16:33:22.617410+00:00,9670.07424523948
2025-10-18 16:33:27.980781+00:00,9670.526570188476
2025-10-18 16:33:33.343941+00:00,9660.70391014967
2025-10-18 16:33:38.710142+00:00,9660.70391014967
2025-10-18 16:33:44.075930+00:00,9660.70391014967
2025-10-18 16:33:49.451820+00:00,9660.70391014967
2025-10-18 16:33:54.831631+00:00,9660.70391014967
2025-10-18 16:34:00.204778+00:00,9651.043206239521
2025-10-18 16:34:05.567795+00:00,9640.30321075711
2025-10-18 16:34:10.920961+00:00,9630.662907546353
2025-10-18 16:34:16.282774+00:00,9630.66381107562
2025-10-18 16:34:21.657323+00:00,9630.460516990173
2025-10-18 16:34:27.022796+00:00,9629.634691238623
2025-10-18 16:34:32.396099+00:00,9627.570126859746
2025-10-18 16:34:37.757978+00:00,9620.27494164346
2025-10-18 16:34:43.121300+00:00,9620.27494164346
2025-10-18 16:34:48.502060+00:00,9620.27494164346
2025-10-18 16:34:53.867945+00:00,9620.27494164346
2025-10-18 16:34:59.235337+00:00,9620.27494164346
2025-10-18 16:35:04.620628+00:00,9610.654666701816
2025-10-18 16:35:09.981723+00:00,9605.36185371933
2025-10-18 16:35:15.360757+00:00,9605.36185371933
2025-10-18 16:35:20.744666+00:00,9605.36185371933
2025-10-18 16:35:26.119409+00:00,9605.36185371933
2025-10-18 16:35:31.485603+00:00,9595.75649186561
2025-10-18 16:35:36.846852+00:00,9584.852730836763
2025-10-18 16:35:42.205448+00:00,9584.852730836763
2025-10-18 16:35:47.577080+00:00,9584.852730836763
2025-10-18 16:35:53.189260+00:00,9584.852730836763
2025-10-18 16:35:58.551912+00:00,9584.852730836763
2025-10-18 16:36:03.918656+00:00,9584.852730836763
2025-10-18 16:36:09.284767+00:00,9584.852730836763
2025-10-18 16:36:14.653816+00:00,9575.267878105926
2025-10-18 16:36:20.024122+00:00,9576.705693328227
2025-10-18 16:36:25.404647+00:00,9576.705693328227
2025-10-18 16:36:30.783786+00:00,9576.705693328227
2025-10-18 16:36:36.153870+00:00,9576.705693328227
2025-10-18 16:36:41.517164+00:00,9576.872734946806
2025-10-18 16:36:47.174627+00:00,9576.872734946806
2025-10-18 16:36:52.535382+00:00,9567.29586221186
2025-10-18 16:36:57.905161+00:00,9557.728566349648
2025-10-18 16:37:03.288363+00:00,9557.728566349648
2025-10-18 16:37:09.022786+00:00,9558.623948041492
2025-10-18 16:37:14.392294+00:00,9558.623948041492
2025-10-18 16:37:19.764987+00:00,9558.623948041492
2025-10-18 16:37:25.154598+00:00,9558.623948041492
2025-10-18 16:37:30.567720+00:00,9560.094740189954
2025-10-18 16:37:35.940131+00:00,9549.673288262211
2025-10-18 16:37:41.299628+00:00,9549.673288262211
2025-10-18 16:37:46.673993+00:00,9540.123614973949
2025-10-18 16:37:52.043749+00:00,9540.123614973949
2025-10-18 16:37:57.410069+00:00,9540.123614973949
2025-10-18 16:38:02.770412+00:00,9540.123614973949
2025-10-18 16:38:08.155747+00:00,9530.583491358975
2025-10-18 16:38:13.534387+00:00,9530.583491358975
2025-10-18 16:38:18.911908+00:00,9521.052907867615
2025-10-18 16:38:24.294406+00:00,9521.052907867615
2025-10-18 16:38:29.657625+00:00,9521.052907867615
2025-10-18 16:38:35.023164+00:00,9521.052907867615
2025-10-18 16:38:40.392266+00:00,9510.69868087495
2025-10-18 16:38:45.762979+00:00,9510.69868087495
2025-10-18 16:38:51.127937+00:00,9510.69868087495
2025-10-18 16:38:56.490688+00:00,9510.69868087495
2025-10-18 16:39:01.873167+00:00,9510.69868087495
2025-10-18 16:39:07.231701+00:00,9510.69868087495
2025-10-18 16:39:12.606524+00:00,9501.187982194075
2025-10-18 16:39:17.969546+00:00,9501.187982194075
2025-10-18 16:39:23.332070+00:00,9501.113072046572
2025-10-18 16:39:28.701516+00:00,9491.611958974525
2025-10-18 16:39:34.092165+00:00,9491.611958974525
2025-10-18 16:39:39.611387+00:00,9491.611958974525
2025-10-18 16:39:44.978403+00:00,9482.120347015549
2025-10-18 16:39:50.343511+00:00,9482.120347015549
2025-10-18 16:39:56.037955+00:00,9482.120347015549
2025-10-18 16:40:01.418243+00:00,9472.397255980288
2025-10-18 16:40:06.802900+00:00,9462.924858724307
2025-10-18 16:40:12.183446+00:00,9467.465856200875
2025-10-18 16:40:17.560840+00:00,9465.750545925592
2025-10-18 16:40:22.924028+00:00,9464.673924458142
2025-10-18 16:40:28.316170+00:00,9461.695449391842
2025-10-18 16:40:33.685076+00:00,9449.531580628907
2025-10-18 16:40:39.056552+00:00,9449.531580628907
2025-10-18 16:40:44.410553+00:00,9449.531580628907
2025-10-18 16:40:49.771466+00:00,9440.082049048278
2025-10-18 16:40:55.147621+00:00,9438.126092345014
2025-10-18 16:41:00.517784+00:00,9439.959746363616
2025-10-18 16:41:05.881610+00:00,9438.905107271234
2025-10-18 16:41:11.235125+00:00,9438.905107271234
2025-10-18 16:41:16.603559+00:00,9438.905107271234
2025-10-18 16:41:21.963687+00:00,9439.159461405281
2025-10-18 16:41:27.331535+00:00,9439.159461405281
2025-10-18 16:41:32.708836+00:00,9440.787505113436
2025-10-18 16:41:38.080596+00:00,9443.893816053602
2025-10-18 16:41:43.442195+00:00,9442.867537004042
2025-10-18 16:41:48.809036+00:00,9442.867537004042
2025-10-18 16:41:54.180306+00:00,9433.424669467038
2025-10-18 16:41:59.548705+00:00,9423.991244797571
2025-10-18 16:42:04.921719+00:00,9424.368033159019
2025-10-18 16:42:10.286013+00:00,9417.357647326977
2025-10-18 16:42:15.653859+00:00,9407.940289679651
2025-10-18 16:42:21.026351+00:00,9405.261698959928
2025-10-18 16:42:26.396122+00:00,9406.370568420696
2025-10-18 16:42:31.772243+00:00,9396.964197852276
2025-10-18 16:42:37.173566+00:00,9387.567233654425
2025-10-18 16:42:42.590018+00:00,9378.17966642077
2025-10-18 16:42:47.957952+00:00,9368.80148675435
2025-10-18 16:42:53.324602+00:00,9359.432685267595
2025-10-18 16:42:58.707254+00:00,9350.073252582328
2025-10-18 16:43:04.073716+00:00,9340.723179329745
2025-10-18 16:43:09.461157+00:00,9331.382456150415
2025-10-18 16:43:14.844763+00:00,9322.051073694265
2025-10-18 16:43:20.237212+00:00,9322.051073694265
2025-10-18 16:43:25.610808+00:00,9312.72902262057
2025-10-18 16:43:31.273522+00:00,9312.72902262057
2025-10-18 16:43:36.923945+00:00,9304.102650499355
2025-10-18 16:43:42.297164+00:00,9294.798547848855
2025-10-18 16:43:47.678281+00:00,9294.798547848855
2025-10-18 16:43:53.049273+00:00,9285.948205135259
2025-10-18 16:43:58.424128+00:00,9276.662256930123
2025-10-18 16:44:03.792139+00:00,9277.60870723397
2025-10-18 16:44:09.163010+00:00,9277.60870723397
2025-10-18 16:44:14.565693+00:00,9268.331098526736
2025-10-18 16:44:19.952212+00:00,9268.331098526736
2025-10-18 16:44:25.328184+00:00,9268.331098526736
2025-10-18 16:44:30.692214+00:00,9268.331098526736
2025-10-18 16:44:36.064412+00:00,9268.331098526736
2025-10-18 16:44:41.432381+00:00,9268.331098526736
2025-10-18 16:44:46.784484+00:00,9259.06276742821
2025-10-18 16:44:52.142774+00:00,9259.063636180614
2025-10-18 16:44:57.508488+00:00,9249.804572544434
2025-10-18 16:45:02.890559+00:00,9249.804572544434
2025-10-18 16:45:08.262746+00:00,9249.804572544434
2025-10-18 16:45:13.624195+00:00,9249.804572544434
2025-10-18 16:45:18.996538+00:00,9249.804572544434
2025-10-18 16:45:24.370764+00:00,9249.804572544434
2025-10-18 16:45:29.763306+00:00,9249.804572544434
2025-10-18 16:45:35.138905+00:00,9249.804572544434
2025-10-18 16:45:40.506510+00:00,9249.804572544434
2025-10-18 16:45:45.904658+00:00,9249.804572544434
2025-10-18 16:45:51.291247+00:00,9240.55476797189
2025-10-18 16:45:56.674624+00:00,9244.50172364207
2025-10-18 16:46:02.042860+00:00,9246.825145799927
2025-10-18 16:46:07.418501+00:00,9238.131953387277
2025-10-18 16:46:12.834679+00:00,9238.131953387277
2025-10-18 16:46:18.212776+00:00,9238.131953387277
2025-10-18 16:46:23.589413+00:00,9228.89382143389
2025-10-18 16:46:28.968921+00:00,9228.89382143389
2025-10-18 16:46:34.344888+00:00,9232.331222384877
2025-10-18 16:46:39.718153+00:00,9232.331222384877
2025-10-18 16:46:45.085779+00:00,9223.098891162492
2025-10-18 16:46:50.451966+00:00,9223.098891162492
2025-10-18 16:46:55.805239+00:00,9213.87579227133
2025-10-18 16:47:01.186327+00:00,9213.87579227133
2025-10-18 16:47:06.551750+00:00,9214.651772879784
2025-10-18 16:47:11.918267+00:00,9214.651772879784
2025-10-18 16:47:17.290530+00:00,9215.481328986818
2025-10-18 16:47:22.654938+00:00,9215.572925806968
2025-10-18 16:47:28.011006+00:00,9215.572925806968
2025-10-18 16:47:33.377888+00:00,9206.357352881161
2025-10-18 16:47:38.763876+00:00,9206.357352881161
2025-10-18 16:47:44.137731+00:00,9197.15099552828
2025-10-18 16:47:49.506103+00:00,9197.15099552828
2025-10-18 16:47:54.863362+00:00,9197.15099552828
2025-10-18 16:48:00.230125+00:00,9197.15099552828
2025-10-18 16:48:05.610626+00:00,9197.15099552828
2025-10-18 16:48:10.966908+00:00,9189.936227762953
2025-10-18 16:48:16.335176+00:00,9180.746291535192
